_id,search_text,title,link,description,comp_name,email,keywords,founded_year,revenue,funding,No_of_employees,headquarters,telephone_number,contact_person,address,type_or_sector
5eb67a4c109ddab70aec7b2d,www.motivationalspeakeradelaide.com.au/,Motivational Speaker Adelaide,https://www.motivationalspeakeradelaide.com.au/,Motivational Speaker Adelaide. ABOUT ... David Ferrier is one of the most awarded Motivation  leadership and Sales Conference Speakers in Australia!,Motivational Speaker Adelaide,marketing@motivationalspeakeradelaide.com.au,"['motivational sales speakers', 'motivational speakers adelaide', 'sales speakers', 'many sales speakers', 'many conference speakers', 'great speakers', 'adelaide motivational speakers', 'professional speakers', 'motivational professional guest speakers', 'mike hawkins motivational speakers']",['1993'],['$10.6M'],$0,['1-10'],"[' Adelaide, South Australia, Australia']",['0450 412 355'],"['Angela Schelp', 'CEO', None]",['None'],['Education']
5eb67bc12373d9a910e8750f,www.myassignmentservices.com,My Assignment Services,https://www.myassignmentservices.com/,Assignment Help in Australia with Upto 50% Off. Best Online Assignment Writing Services by Top Australian Assignment Helpers. My Assignment Services ...,My Assignment Services,cs@myassignmenthelpau.com,"['assignment help assignment', 'assignments simpler statistics assignment', 'assignment experts', 'online assignment expert help', 'assignment help services', 'expert assignment writers', 'online assignment experts', 'online assignment writing help', 'best assignment help', 'quality assignment help']","['Jul 13, 2013']",['$326.2M'],$0,['51-200'],"[' Melbourne, Victoria, Australia']",['+61 488 850 910'],"['Julia Miles ', 'IT expert_Freelancer', None]","['4/64-66 Castlereagh St, Liverpool NSW 2170, Australia']",['Education']
5eb67d3dd9818bcd44884d39,myfocusbook.com.au,My Focusbook | Crunchbase,https://www.crunchbase.com/organization/my-focusbook,Website myfocusbook.com.au Twitter View on Twitter Contact Email hello@blog.myfocusbook.com.au. My Focusbook is a web-based application revolutionising ...,My Focusbook,hello@blog.myfocusbook.com.au,"['top trending companies', 'industry leading companies', 'legendary companies', 'logistics companies', 'company tech stack', 'discover innovative companies', 'organizations', 'investment activities', 'find investors', 'various organization profiles']","['Jul 16, 2012']",['None'],None,['1-10'],"[' Melbourne, Victoria, Australia']",['+611300944774'],"['MARIE-THERESE MADSEN', ' agent_inactive', None]",['None'],"['Education', 'Software']"
5eb67e66b7921dcf1c2e6805,www.mygeniusmind.com/,Online Homework Tutoring Help – All Assignment Solutions,https://www.mygeniusmind.com/,Disclaimer. MyGeniusMind.com provides assignment and homework help for guidance and reference purpose only. These papers are not to be submitted as it is ...,My Genius Mind,support@mygeniusmind.com,"['academic assignment help', 'academic assignments', 'services assignment', 'quality assignment writing', 'quality assignment', 'management assignment help', 'many assignment writing services', 'different online assignment help', 'online assignment services', 'good assignments']","['Oct 5, 2013']","['$188,375.00USD']",None,['101-250'],"[' Melbourne, Victoria, Australia']",[['+40-744195727']],"['Robyn Hunter', 'CEO', None]",['None'],"['Consulting', 'E-Learning']"
5eb67fa821374c1c36ea76bb,www.myassignmenthelp.net/,MyAssignmentHelp.net,https://www.myassignmenthelp.net/,Get Assignment Help from 5000+ Masters and Ph.D. writers. My Assignment Help Offers 100% unique homework help at low prices in Australia  USA & UK.,MyAssignmentHelp.net,support@myassignmenthelp.net,"['business assignment help', 'assignment help', 'law assignment help', 'student assignments', 'accounting assignment help', 'free assignment help', 'programming assignment help', 'company finance assignments', 'electrical engineering assignment help', 'assignment services']","['Aug 9, 2009']",['$8.1M'],$0,['251-500'],"[' Sydney, New South Wales, Australia']",['+61 7 5641 0117'],"['julia ray ', 'www.myassignmenthelp.net_LinkedIn', None]","['9 Tanbark Cct, Werrington Downs NSW 2747, Australia']","['Education', 'Tutoring']"
5eb680d98c70c48229cd26b6,myassignmenthelpaustralia.com.au/,My Assignment Help Australia,https://myassignmenthelpaustralia.com.au/,Aug 28  2018 - My Assignment Help Australia was founded with the vision of helping the Australian students for their all type of writing needs .You just need to ...,myassignmenthelpaustralia,support@customthesis.org,"['students assignments', 'student assignment', 'assignment help australia assignment', 'australian student instant assignment help', 'online assignment writing help', 'assignment writing help australia', 'various assignment writing services', 'professional assignment writing help', 'assignment help australia', 'assignment writing help']","['May 3, 2015']",['$326.2M'],$0,['11-50'],"[' Sydney, New South Wales, Australia']",['(02) 6720 1165'],['None'],['None'],['Education']
5eb6820dcc1fecfea5009f48,myndlyte.com/,MyndLyte | Crunchbase,https://www.crunchbase.com/organization/myndlyte,MyndLyte. Bringing education to the world through interactive journeys accessible to anyone. Brisbane  Queensland  Australia. Industries Education  Training ...,MyndLyte,['info@shelfierobot.com'],"['top trending companies', 'new companies', 'queensland companies', 'private companies', 'logistics companies', 'discover innovative companies', 'private equity funded companies', 'investment activities', 'results', 'directory results']",['2012'],['None'],None,['11-50'],"[' Brisbane, Queensland, Australia']",['957 988 51 71'],"['Dave Spicer, Samir Bhana', 'founder(s)', None]",['None'],"['Education', 'Training']"
5eb682ecd810c81378eb806d,nationalmusicacademy.com.au/,National Music Academy: Music Lessons Newcastle,https://www.nationalmusicacademy.com.au/,National Music Academy is proud to offer premium tailored tuition at our Maitland campus! ​. Our Maitland Studios cater for many of our students who are currently ...,National Music Academy,manager@nationalmusicacademy.com.au,"['national music academy lessons', 'music lessons', 'video lessons', 'premium music lessons', 'online lessons', 'guitar lessons', 'tailored lessons', 'piano lessons', 'premium tailored music lessons', 'casual lessons']",['1995'],['$3.7M'],$2.8M,['51-200'],"[' Newcastle, New South Wales, Australia']",['+61 3 9645 7911'],"['Paul Saintilan', 'CEO', None]","['South Melbourne Town Hall (entry off, Layfield Street, 210 Bank St, South Melbourne VIC 3205, Australia']","['Education', 'Music']"
5eb68405b8f3f1e1b3084a52,nativetongue.com,Native Tongue,http://www.nativetongue.com/,This domain may be for sale. Click here to inquire · nativetongue.com · Privacy Policy | © Copyright 2020.,Native Tongue,matthew@nativetongue.com,None,"['May 1, 2011']",['None'],None,['1-10'],"[' Ultimo, New South Wales, Australia']",['+61 1300 792 720'],"['Chris Gough', 'Managing_Director', None]","['PO BOX 1570 COLLINGWOOD, VICTORIA, 3066 Australia']","['Education', 'Language Learning']"
5eb6853a626f824ef428e315,www.netspot.com.au,NetSpot,https://www.netspotapp.com/,NetSpot helps you visualize WiFi  run wireless site surveys & analyze Wi-Fi on Mac OS X and Windows  free versions available.,NetSpot,info@netspot.com.au,None,['1998'],['None'],None,['11-50'],"[' North Adelaide, South Australia, Australia']",['+61 8 8361 6800'],"['Minyar Gadaldinho ', 'Manager_Netspot Technologies', None]",['None'],"['EdTech', 'Education']"
5eb688a782ee2ac4699515f2,www.newcomb.co.nz/,Print Design – Newcomb Digital,https://www.newcomb.co.nz/portfolio-category/print-design/,Branding. Light Bulb Art. Interior. Digital Patterns. Illustrator. load more. Newcomb Digital. Managed by Tin Soldier · info@newcomb.co.nz · 09 303 2878.,Newcomb Digital,info@newcomb.co.nz,None,['2019'],['None'],None,['11-50'],"[' Auckland, Auckland, New Zealand']",['(093)032-878'],"['Christopher Carey MCCULLAGH', ' liquidator_active', None]","['Level 15, Swanson House, 12-26 Swanson Stret, Auckland1010NZ']","['3D Printing', '3D Technology']"
5eb689814e048265dd507dbc,www.omnium.net.au,Omnium – Community Asbestos Awareness,http://www.omnium.net.au/,We know that the most common type of asbestos-related diseases in Australia is malignant mesothelioma. This is due to the link between exposure and the ...,Omnium,info@omnium.net.au,"['asbestos products', 'asbestos removal', 'asbestos exposure', 'asbestos cement', 'asbestos fibers', 'asbestos fibres', 'asbestos contractors', 'asbestos clothing', 'bonded asbestos products', 'asbestos expulsion']",['1998'],"['$101,130.00USD']",None,['2-10'],"[' Sydney, New South Wales, Australia']",['+61 1300 885 871'],"['Rick Bennett', 'founder(s)', None]","['30A KENMONT GARDENS LONDON, NW10 6BU United Kingdom']","['Communities', 'EdTech']"
5eb68a771a268ae85ef97960,openlearning.com,OpenLearning: Teach and learn online today,https://www.openlearning.com/,OpenLearning is a social online learning and MOOC platform that allows universities  colleges and educators to create  design  deliver  market online and ...,OpenLearning,support@openlearning.com,None,['Oct 2012'],['$'],$16.2M,['51-100'],"[' Sydney, New South Wales, Australia']",[['+66-74311880']],"['Adam Brimo', 'CEO', ['adam@openlearning.com']]",['None'],"['EdTech', 'Education']"
5eb68b52298db2bd4cebdd0e,openstem.com.au/,Programs | OpenSTEM Pty Ltd,https://openstem.com.au/programs,OpenSTEM Pty Ltd creates resources and complete programs for use in schools and other educational settings  fully aligned with the Australian Curriculum.,OpenSTEM Pty Ltd,['None'],"['students', 'student materials', 'student workbook', 'young students', 'individual students', 'older students', 'hass students', 'enrolled student', 'ginger beer café program students', 'student workbook model answers']",['2014'],['None'],None,['2-10'],"[' Brisbane, Queensland, Australia']",['+61 1300 009 385'],"['Arjen Lentz, Claire Reeler', 'founder(s)', ['arjen@openstem.com.au']]",['None'],['Education']
5eb68c65501e64174bede873,www.paddl.com,Paddl | Ultimate Resume Builder with Experience Analytics,https://www.paddl.com/,Track your experience with Paddl · Track your experience with Paddl · Log inSign up. FREE RESUME BUILDER. The only resume designed for infinite learning.,Paddl Co.,dominique@paddl.co,None,['Mar 2015'],['$'],$0,['11-50'],"[' Melbourne, Victoria, Australia']",['+61 3 9514 3000'],"['Dominique Fisher - Co', 'CEO', ['dfisher@ec-strategies.com.au', 'dominique@paddljobs.com', 'dominique@careerlounge.io', 'dominique@paddl.co', 'dominique.fisher@careerlounge.com.au']]","['Level 19 - JustCo Offices, 15 William St, Melbourne VIC 3000, Australia']","['College Recruiting', 'EdTech']"
5eb68d458e708541f4671189,pallasals.com/,Pallas ALS | Crunchbase,https://www.crunchbase.com/organization/pallas-als,Pallas ALS provides edtech products that are based on cutting edge research involving intelligent virtual reality systems.,Pallas ALS,info@pallasals.com,"['virtual reality companies', 'company tech stack', 'top trending companies', 'small businesses', 'discover innovative companies', 'australian small businesses', 'organizations', 'small business owners', 'virtual reality technology', 'investment services']",['2014'],['$4.1B'],$321M,['51-200'],"[' Sydney, New South Wales, Australia']",['+610458233206'],"['Michael Jacobson', 'founder(s)', ['michael.jacobson@pallasals.com']]",['None'],"['EdTech', 'Education']"
5eb68e2fab2ce0451e2b4056,programminghomeworktutors.com/index.php,Programming Homework Tutors - programming assignment ...,https://programminghomeworktutors.com/,Assignment Homework Help - programming homework tutors provides and extremely ... PHP is an open-source  cross-platform  server-side scripting language ...,ProgrammingHomeworkTutors,programminghomeworktutors@gmail.com,"['android programming college students', 'php programming homework assignments', 'ajax programming college students', 'programming assignment experts', 'programming language', 'programming assignment problems', 'programming assignment solvers', 'programming homework help', 'programming assignment assistance', 'maple programming assignment']","['Feb 25, 2016']",['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['92077257-1'],"['Alan Joyce', 'CEO', None]","['244 George St, Sydney NSW 2000, Australia']","['Education', 'Information Technology']"
5eb68edce0b5b75b05fba1e6,www.prospereducation.com/,Prosper Education – Enabling a new standard of education,https://www.prospereducation.com/,Copyright © 2018 Prosper Education Limited All Rights Reserved. No part of this publication may be reproduced or used in any form or in any means without ...,Prosper Education,['support@prospereducation.com'],"['other children', 'growth mindset language', 'home children', 'young children', 'children', 'prosper education', 'new english language teachers', 'growth mindset praise', 'growth mindset concepts', 'growth mindset techniques']",['2013'],['$'],$2.8M,['11-50'],"[' Darlinghurst, New South Wales, Australia']",['99 99 33 26'],"['Martin Beeche', 'CEO', ['martin@prospereducation.com']]","['19A Boundary St, Darlinghurst NSW 2010, Australia']","['E-Learning', 'EBooks']"
5eb690038f7f6e26b6253fd5,www.realfirstaid.com.au,Real Response: First Aid Courses In Melbourne + Sydney,http://www.realfirstaid.com.au/,We help save lives by preparing people for the reality of emergency situations. Who we are. Real Response is an award-winning Australian company that ...,Real First Aid,training@realfirstaid.com.au,None,"['Oct 1, 2014']",['$44.3M'],$0,['11-50'],"[' Hawthorn, Victoria, Australia']",['+61390218156'],"['Shannon Anderson - Chief', 'CEO', None]",['None'],"['Education', 'Health Care']"
5eb690bd8d99ac316303ffb6,rockmelon.com/,Rockmelon - Learning and Communications Platform for ...,https://rockmelon.com/,CONNECT+LEARN is The Most Advanced Learning and Communications Tool for Austism and ADHD. Designed by Experts for Parents  Therapists  Carers and ...,Rockmelon,info@rockmelon.co,"['other children', 'children', 'such third party information', 'such information', 'personal information', 'young children', 'autistic children', 'older children', 'typical children', 'neurotypical children']","['Jun 1, 2017']",['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['1798.83-1798.84'],"['Alex Andre de la Porte, Nicole Rogerson, Stuart Waite', 'founder(s)', ['aandredelaporte@yahoo.com']]","['Findex, Level 29, 188 Quay Street, Auckland Central, Auckland1010NZ']","['Consumer Software', 'Developer Platform']"
5eb6918fa2e66438837c2d83,schoolofmusiconline.com/,School of Music Online - YouTube,https://m.youtube.com/user/schoolofmusiconline,schoolofmusiconline.com · School of Music Online. SubscribeSubscribedUnsubscribe ... To have a go at the trial head to http://schoolofmusiconline.... Show less.,School of Music Online,social@schoolofmusiconline.com,None,[' 3 October 2017'],['$5M'],$0,['36'],"[' Brisbane, Queensland, Australia']",[['(613) 746-6504']],"['Dave Spicer, Samir Bhana', 'founder(s)', None]",['GREENSBOROUGH3088VictoriaAustralia'],"['E-Learning', 'Education']"
5eb6925a31a5f94e1207b916,www.schoolzine.com/,Schoolzine,https://www.schoolzine.com/,Join 1000s of happy schools! Use Schoolzine's trusted school communication products to inform  update and engage your parent community. eNewsletter ...,Schoolzine,['support@schoolzine.com'],None,['Nov 2006'],['None'],None,['51-200'],"[' Maroochydore, Queensland, Australia']",['+61 1300 795 503'],"['Phil Reardon', 'CEO', ['phil@schoolzine.com.au', 'phil@schoolzine.com']]",['None'],"['EdTech', 'Education']"
5eb6944565d7b2466379f198,www.secureassignmenthelp.com/,Best Assignment Help Australia With Pass Guarantee ...,http://www.secureassignmenthelp.com/,Welcome to Secure Assignment Help Service in Australia. We are one of the leading assignment writing help and academic assistance providers in Australia.,Secure Assignment Help,['None'],None,['None'],['$326.2M'],$0,['227'],"[' Sydney, New South Wales, Australia']",['+61 3 9016 3005'],"['Alyssa Patterson ', 'Writer_Secure Assignment Help', None]","['Ground Floor/430 Little Collins St, Melbourne VIC 3000, Australia']",['Education']
5eb694f59c10ae1d407b7c2a,www.skillsoz.com.au/,Skills Oz | Crunchbase,https://www.crunchbase.com/organization/skills-oz,Website www.skillsoz.com.au/ LinkedIn View on LinkedIn Contact Email info@skillsoz.com.au Phone Number 02 6253 0002. Skills Oz supports and assists the ...,Skills Oz,info@skillsoz.com.au,"['startup companies', 'top trending companies', 'private companies', 'portfolio companies', 'female founded companies', 'mountain view female founded companies', 'company tech stack', 'discover innovative companies', 'new south wales investors', 'investment activities']",['2018'],['None'],None,['11-50'],"[' Belconnen, Australian Capital Territory, Australia']",['+61 2 6262 7055'],"['Bob Taylor - CEO', 'CEO', None]","['2/48 Mort St, Braddon ACT 2612, Australia']","['Education', 'Real Estate']"
5eb695e1ffe996bbe09292fe,activebabiessmartkids.com.au,Active Babies Smart Kids,https://activebabiessmartkids.com.au/,Active Babies Smart Kids Free Online Video Series. “Foundations for future learning. One of the best gifts you will ever give your baby.” You are your baby's first  ...,Smart Kids Video,office@gymbaroo.com.au,"['baby development', 'baby development information', 'baby development specialists', 'baby feet', 'other babies', 'new baby', 'many babies', 'little babies', 'baby hand', 'young babies']",['2013'],['$348.5M'],$660.1M,['2-10'],"[' Kew, Victoria, Australia']",['+613 98173544'],"['Magalie LEONARD', 'Managing Partner', None]","['2A/15 Blue St, North Sydney NSW 2060, Australia']","['Education', 'Video']"
5eb696f6ef36438bec383b7e,www.soccerbrain.com/,SoccerBrain | Crunchbase,https://www.crunchbase.com/organization/soccerbrain,SoccerBrain provides coach education for football clubs  coaches  and players.The company makes it easy for anyone to coach a team  providing tailored  ...,SoccerBrain,hello@soccerbra.in,"['top trending companies', 'innovative companies', 'national mobile nursing companies', 'u.s. private company valuations', 'investment activities', 'other products', 'seed stage investors', 'early stage venture investors', 'historical website data', 'notable events']",['17 April 2012'],['None'],None,[None],"[' Paddington, Western Australia, Australia']",['2019 17  10'],"['Aron Day', 'founder(s)', ['aron@soccerbra.in']]",['None'],"['EdTech', 'Sports']"
5eb697cac579ca076779cb0f,codelikeagirl.org/,Code Like a Girl,https://codelikeagirl.org/,Code Like a Girl is a social enterprise providing girls and women with the confidence  tools  knowledge and support to enter  and flourish  in the world of coding!,Code Like a Girl,['None'],None,['2015'],['None'],None,['11-50'],"[' Melbourne, Victoria, Australia']",['None'],"['Ally Watson', 'CEO', ['ally@codelikeagirl.org']]",['None'],['Education']
5eb698a46de98c90f95a497d,startupmelbourne.com,Startup Melbourne,http://startupmelbourne.com/,Oct 9  2017 - The Home of Melbourne Startups  Startup Resources  Online Business Ideas  and both local Australian and International Entrepreneurship.,Startup Melbourne,hello@startupmelbourne.com,"['startup melbourne', 'startup grind melbourne', 'melbourne australia', 'startup grind melbourne community', 'business events', 'melbourne startup week photos', 'other businesses', 'startup melbourne meet google', 'businesses', 'startup bugherd making ideas']",['2014'],['$'],$0,['2-10'],"[' Melbourne, Victoria, Australia']",['None'],"['Alex McCauley - Chief', 'founder', None]","['1 Queens Rd, Melbourne VIC 3004, Australia']","['Association', 'Communities']"
5eb699a671806057e76f0141,www.studentassignmenthelp.com/,Student Assignment Help: Home,https://www.studentassignmenthelp.com/,STUDENT ASSIGNMENT HELP. Rating By Students. Our Strengths. 100% Top Quality Assignment Writing Satisfaction; 24/7 Customer Support Helpdesk ...,Student Assignment Help,info@studentassignmenthelp.com,"['academic writing services', 'writing assignments', 'writing services', 'assignment writing help agencies', 'many assignment services', 'writing service', 'outstanding academic writing services', 'essay writing services', 'acedemic writing services', 'help service']",['None'],['$326.2M'],$0,['5001-10000'],"[' Melbourne, Victoria, Australia']",['+61 2 8520 3658'],"['Student Assignment Maker ', 'Assistant_Student ...', None]","['32 Becharry Rd, Blacktown NSW 2148, Australia']",['Education']
5eb69a7d5587c492135fd56c,www.supplychainschool.org.au,Supply Chain Sustainability School: Home,https://www.supplychainschool.org.au/,Sitemap. Home · Log In · Resources · Our Partners · Our Members · Contact us. Contact Us. info@supplychainschool.org.au · LinkedIn · Twitter. Latest Tweets.,Supply Chain Sustainability School,info@supplychainschool.org.au,"['supply chain sustainability school', 'supply chain sustainability school members', 'supply chain sustainability school ceo', 'supply chains supply chain sustainability school ceo', 'ethical clothing australia supply chain sustainability school partners', 'supply chain school', 'australia pty ltd', 'sustainable supply chains supply chain ethics', 'supply chain sustainability', 'australia supply chain innovation']",['2015'],['$40M'],$231.9M,['2-10'],"[' Sydney, New South Wales, Australia']",['112.134.205.129'],"['Pierre-Francois Thaler', 'CEO', None]",['None'],['Education']
5eb69b6fc6cad85bd913e12a,www.switchinc.com.au,Switch Inc.,http://www.switchinc.com.au/,Social and behaviour change; consulting and speaking.,Switch Inc.,phill@switchinc.com.au,None,['2005'],['$462.31 millionUSD'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['+61 2 8402 3411'],"['Deb Noller - CEO', 'CEO', None]","['400 Harris St, Ultimo NSW 2007, Australia']","['Consulting', 'Education']"
5eb69c52d1ecab806f2beead,www.talkiplay.com/,TalkiPlay,https://www.talkiplay.com/,TalkiPlay transforms a house into an exciting interactive environment for children to learn languages. Integrating tactile learning with technology in an easy to ...,TalkiPlay,['support@talkiplay.com'],"['personal information', 'personal identifiable information', 'non-personal information', 'information', 'certain information', 'additional information', 'basic information', 'language talkiplay', 'other such applications', 'third party applications']",['2017'],['None'],None,['1-10'],"[' Sydney, New South Wales, Australia']",['None'],"['Dr Annie McAuley', 'CEO', ['anniemcauley@talkiplay.com', 'annie@talkiplay.com']]",['None'],"['E-Learning', 'Education']"
5eb69cefc81bdf1aac4bf6a1,www.teachertime.com.au,Teacher Time: More time for teaching,https://www.teachertime.com.au/,Teacher Time is a online course in time management for teaching professionals. Developed specifically with primary and secondary school teachers in mind  ...,TeacherTime,hello@teachertime.com.au,"['great things', 'other people', 'wild made fun', 'things', 'office designer office designer sydney tree removal', 'delicious things', 'little bits', 'that’s modern kitchen design', 'ordinary things', 'untoward things']",['2011'],['67622USD'],None,['None'],"[' Sydney, New South Wales, Australia']",[['(352) 530-2047']],"['Fiona Boyd', 'CEO', None]",['None'],"['Education', 'Knowledge Management']"
5eb69e087e9ea4385e20beed,www.negotiations.com,Negotiation Experts: Negotiation Skills Workshops,https://www.negotiations.com/,Online & Classroom Innovators of Customized Negotiation Training Solutions delivered by global Negotiation Experts. Contact Us! Delivered in over 35 ...,Negotiation Experts,advertise@negotiations.com,"['negotiation process negotiation training courses', 'negotiation negotiation agent negotiation platform training', 'negotiation training', 'negotiation sales training courses', 'negotiation training delivery', 'best negotiation training solution', 'negotiation skills training course', 'other negotiation courses', 'contract negotiations training course', 'negotiation courses']",['1966'],['$9.5M'],$0,['11-50'],"[' Sydney, New South Wales, Australia']",['9133332138'],"['CALUM ROSS COBURN', 'Director', ['calum.coburn@negotiations.com', 'calum@negotiations.com']]","['AURORA PLACE 25/88 PHILLIP STREET SYDNEY, NEW SOUTH WALES, 2000 Australia']","['Consulting', 'Education']"
5eb69f48a04ce33b509b4895,www.theicehouse.co.nz/,The Icehouse: Business Growth_ Strategy_ Support & Advice,https://www.theicehouse.co.nz/,The Icehouse is where Kiwi businesses grow. ... Learn more about the Icehouse. ... Increase in growth vs. average NZ business ... grow@theicehouse.co.nz.,The ICEHOUSE,blake@icehousecorp.com,"['new zealand businesses', 'business growth', 'new zealand business owners', 'business development', 'customers business owners', 'business leaders', 'business strategy', 'business performance', 'growing businesses', 'business success']",['2012'],['$5M'],$0,['51-100'],"['Parnell Auckland Region, NZ']",['+61 1300 756 699'],"['Andrew Hamilton', 'CEO', ['a.hamilton@xtra.co.nz', 'invent@xtra.co.nz']]","['Ground/105 Pearl River Rd, Docklands VIC 3008, Australia']","['Android', 'Enterprise Software']"
5eb6a058cd265d6ef2ee766f,www.thepulseiq.com/,THE PULSE IQ | Crunchbase,https://www.crunchbase.com/organization/the-pulse-iq,The Pulse IQ is a powerful learning and training tool available to students  teachers and corporations. It is a Virtual Reality software platform that allows ...,THE PULSE IQ,['hello@n26.com'],"['search engine companies', 'top trending companies', 'other organizations', 'company tech stack', 'investment activities', 'software companies', 'seed stage investors', 'investors', 'public companies', 'organizations']",['2016'],['$4.4M'],$0,['11-50'],"[' Crows Nest, Queensland, Australia']",['+61 2 9439 0122'],"['Brett Heil', 'founder(s)', None]",['None'],"['Education', 'Information Technology']"
5eb6a12f7ef80a97c531cc67,www.totaralms.com/,Totara Learning - Freedom to Learn,https://www.totaralms.com/,Transforming workplace learning with a powerful  flexible  and open platform - whether your needs are learning management (LMS)  performance management  ...,Totara Learning Solutions,['None'],None,['2010'],['$4.5M'],$0,['131'],"[' Wellington, Wellington, New Zealand']",['(644)385-8399'],"['Ron Olsen', 'CEO', None]","['Totara Learning Solutions Limited, Level 2, 186 Willis Street, Te Aro, Wellington6011NZ']","['EdTech', 'Information Technology']"
5eb6a21fe632eaf0b1d593db,www.trainingadvisor.com.au,Training Advisor | Crunchbase,https://www.crunchbase.com/organization/training-advisor,Training Advisor connects prospective students with quality education & training. ... Website www.trainingadvisor.com.au Facebook View on Facebook Twitter ...,Training Advisor,['inquiries@addepar.com'],"['african companies', 'private companies', 'top trending companies', 'company tech stack', 'seed stage companies', 'discover innovative companies', 'private equity funded companies', 'tangible business results', 'organizations', 'business users']",['2016'],['$12M'],$0,"['501-1,000']","[' Sydney, New South Wales, Australia']",[['(951) 396-4986']],"['Chad Decker', 'Chief Executive Officer', None]",['None'],"['Education', 'Higher Education']"
5eb6a63fc0820e4534126e94,tutorondemand.com.au/,Tutor On Demand | Crunchbase,https://www.crunchbase.com/organization/tutor-on-demand,Tutor On Demand is an online video platform that offers curriculum-specific content from VCE teachers. Melbourne  Victoria  Australia.,Tutor On Demand,['press@letsgetchecked.com'],"['top trending companies', 'private companies', 'private melbourne companies', 'innovative companies', 'melbourne alumni founded companies', 'edtech companies', 'company tech stack', 'private equity funded companies', 'investment activities', 'apptopia data']",['29 December 2015'],['$10.2M'],$13.5M,['81'],"[' Melbourne, Victoria, Australia']",[['+61-499446866']],"['Bronwyn Covill', 'CEO', None]","['203 Langridge St Abbotsford, VICTORIA, 3067 Australia']","['EdTech', 'Education']"
5eb6a72dfc5d1c47d4ca9cd1,www.cadmus.io/,Cadmus,https://cadmus.io/,A better assessment experience for teachers and students. Try Cadmus — the online written assessment platform for university.,Vericus,['support@cadmus.io'],"['student learning', 'student work', 'individual student feedback', 'student experience', 'detailed student feedback', 'student submissions', 'student feedback literacy', 'more students', 'student support', 'university students']",['2015'],['$4.1B'],$321M,['2-10'],"[' Carlton, Victoria, Australia']",['None'],"['Herk Kailis', 'CEO', ['herk@cadmus.io']]",['None'],"['EdTech', 'Personalization']"
5eb6a8462d272649f7b4df95,vidversity.com/,Vidversity | Video Creation Software | Video Education,https://vidversity.com/,Vidversity provide a suite of video software creation tools designed to make learning easy. Online Video Creation Software  Video Course Maker  see it now!,Vidversity,['natalie@vidversity.com'],"['video learning', 'video based learning', 'interactive videos', 'interactive video courses', 'video content', 'interactive video learning people', 'many videos', 'digital video', 'online video education platforms', 'grade deliver interactive videos']",['2016'],['$6.1M'],$0,['2-10'],"[' Melbourne, Victoria, Australia']",['+61 1300 928 090'],"['Simon Quirk', 'CEO', ['simon@vidversity.com']]","['606/343 Little Collins St, Melbourne VIC 3000, Australia']","['EdTech', 'Education']"
5eb6a930b440ebf60d42d6c2,www.workstar.com.au,Workstar,https://www.workstar.com.au/,No information is available for this page.Learn why,Workstar,hello@workstar.com.au,None,['2002'],['$25.4M'],$0,['51-100'],"[' Darlinghurst, New South Wales, Australia']",['+61 2 8302 6300'],"['Roger Francis Albion BRIDGE', 'Director', None]","['level 1/235 – 239 Commonwealth St, Surry Hills NSW 2010, Australia']",['Education']
5eb6aa15b5b4db2c7393254c,http://compass.edu.au/,Compass Education - School Management System,https://www.compass.education/,Compass simplifies complexity so you can spend more time where it matters and bring your school's vision to life ... Partnered with K-12 schools across Australia.,Compass,['support@compass.edu.au'],"['compass schools', 'school students', 'school management system compass education', 'school communities', 'schools', 'new schools', 'compass school communities', 'school management', 'school staff', 'school teachers']",['2009'],['$25.4M'],$0,['101-250'],"[' Melbourne, Victoria, Australia']",['+61 3 9005 5217'],"['John de la Motte', 'CEO', ['john@compass.edu.au']]","['north, 2/74 Doncaster Rd, Balwyn VIC 3104, Australia']","['Computer', 'Software']"
5eb6ab260aef4a583d77118f,http://seqta.com.au/,Seqta,https://seqta.com.au/,Dec 16  2019 - SEQTA is a teaching and learning management system (LMS) that brings teachers  administrators  parents and students together in an ...,Seqta,helpdesk@seqta.com.au,"['seqta learn schools', 'seqta teachers', 'seqta software', 'school software', 'more seqta information', 'schools conferences', 'leading seqta', 'leading schools', 'seqta', 'important school information']","['Mar 1, 2006']",['$18.5M'],$0,['101-250'],"[' Burwood East, Victoria, Australia']",['+61 8 9301 2277'],"['Grant Grosser, Sharon Grosser', 'founder(s)', None]","['Level 2/52 Davidson Terrace, Joondalup WA 6027, Australia']","['E-Learning', 'EdTech']"
